player_id,Season,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Salary
pekovni01,2013,NBA,C,54,54,1663,8.2,15.2,0.541,0,0,,8.2,15.2,0.541,4,5.4,0.747,4.5,5.7,10.1,1.1,0.6,0.5,1.8,2.8,20.4,12100000
bargnan01,2013,NBA,C,42,39,1257,6.4,14.4,0.442,0.9,3.1,0.278,5.5,11.3,0.487,2.4,2.9,0.824,2,4.4,6.4,1.3,0.4,1.5,1.7,2.9,16,11862500
davisgl01,2013,NBA,PF,68,44,1662,5.9,12.8,0.457,0.1,0.2,0.364,5.8,12.6,0.459,2.1,3,0.693,2.3,5.3,7.6,1.7,1.3,0.6,1.6,3.4,13.9,6400000
evansre01,2013,NBA,PF,54,20,899,2.8,6,0.473,0,0,,2.8,6,0.473,2.9,5.2,0.554,4.6,8.8,13.4,0.8,1.5,0.1,2.3,4.8,8.6,1695635
mcgeeja01,2013,NBA,C,5,5,79,7.7,17.3,0.447,0,0,,7.7,17.3,0.447,0.5,0.5,1,4.6,3.2,7.7,0.9,0.5,3.2,3.6,7.3,15.9,10750000
mbahalu01,2013,NBA,PF-SF,64,7,1003,3.1,6.9,0.451,0.1,0.6,0.235,3,6.3,0.472,1.7,2.4,0.687,2,3.2,5.2,1.3,1.1,0.5,1.4,2.4,8,4588384
asikom01,2013,NBA,C,48,19,968,3.8,7.1,0.532,0,0,,3.8,7.1,0.532,2.9,4.7,0.619,3.8,10.3,14.1,0.9,0.5,1.4,2.2,3.4,10.4,8374646
garcifr01,2013,NBA,SF,55,4,1083,3.9,9.8,0.401,2.3,6.4,0.358,1.6,3.4,0.485,0.3,0.6,0.526,0.7,3.4,4.1,2.1,0.9,1.1,1,4,10.5,1265977
pattepa01,2013,NBA,PF,65,13,1533,5.3,11.5,0.46,1.3,3.5,0.364,4,7.9,0.503,1.2,1.7,0.704,2.7,5.3,8,1.8,1.3,0.9,1.5,3.7,13,3105302
brookaa01,2013,NBA,PG,72,12,1557,5.4,13.4,0.401,2.2,5.7,0.387,3.2,7.7,0.411,1.9,2.2,0.874,1,2.2,3.2,5.4,1.2,0.3,2.7,3.4,14.9,1027424
brookaa01,2013,NBA,PG,72,12,1557,5.4,13.4,0.401,2.2,5.7,0.387,3.2,7.7,0.411,1.9,2.2,0.874,1,2.2,3.2,5.4,1.2,0.3,2.7,3.4,14.9,3396250
thornma01,2013,NBA,SG,72,27,1741,5.2,13.2,0.394,2.3,6.5,0.345,3,6.7,0.443,1.9,2.3,0.804,1.2,2.9,4.1,1.6,1.2,0.2,1.4,2.3,14.5,8050000
koufoko01,2013,NBA,C,80,22,1349,6.1,12.2,0.495,0,0,,6.1,12.2,0.495,1.6,2.5,0.645,4.3,6.9,11.2,1,0.9,1.9,1.8,4.9,13.7,3000000
mcrobjo01,2013,NBA,PF,78,78,2360,3.8,8.6,0.436,1.6,4.4,0.361,2.2,4.2,0.516,0.9,1.3,0.729,1.3,4.4,5.7,5.1,0.9,0.7,1.3,2.9,10.1,2652000
carrode01,2013,NBA,SF,73,73,2341,4.6,9.9,0.47,1.5,4.1,0.362,3.2,5.8,0.548,1.7,2.2,0.773,1.6,4.6,6.2,2.1,1.7,0.3,1.2,2.9,12.5,2557545
breweco01,2013,NBA,SF,81,81,2609,5.4,11.1,0.481,0.8,2.9,0.28,4.5,8.2,0.552,2.2,3.1,0.718,0.9,2,2.9,1.9,2.1,0.4,1.4,2.9,13.8,4500000
booketr01,2013,NBA,PF,72,45,1553,5.1,9.3,0.551,0,0,0,5.1,9.3,0.554,1.1,1.8,0.618,3.5,5.3,8.8,1.5,1,1,1.3,3,11.4,2350820
linje01,2013,NBA,PG,71,33,2054,5.2,11.6,0.446,1.4,4,0.358,3.7,7.6,0.492,3.8,4.6,0.823,0.6,2.7,3.3,5.2,1.2,0.5,3.1,2.9,15.6,8374646
cunnida01,2013,NBA,PF,81,7,1635,5.2,11.2,0.464,0,0.1,0,5.2,11.1,0.468,0.8,1.5,0.567,2.5,4.8,7.3,1.8,1.4,1.3,0.9,3.2,11.2,2180000
bayleje01,2013,NBA,PG,72,19,1686,5.3,13.2,0.402,1.6,4.5,0.358,3.7,8.6,0.425,2,2.5,0.797,0.5,2.6,3.1,4.1,1.3,0.2,1.8,3.4,14.2,3135000
bledser01,2013,NBA,PG,43,40,1416,6.7,14.1,0.477,1.3,3.6,0.357,5.5,10.6,0.517,4.7,6,0.772,0.7,4.4,5.1,6,1.8,0.4,3.6,2.5,19.4,2626473
outlatr01,2013,NBA,SF,63,4,1065,4.4,11,0.399,1.4,4,0.35,3,7.1,0.426,1.4,1.8,0.808,1.2,4.5,5.7,1.6,0.7,0.6,0.9,3.2,11.6,3000000
bareajo01,2013,NBA,PG,79,1,1471,6.2,16.1,0.387,1.8,5.7,0.316,4.4,10.4,0.426,1.9,2.4,0.79,0.4,3.4,3.8,7.4,0.6,0,3.1,3.2,16.2,4687000
walkeke02,2013,NBA,PG,73,73,2614,6.2,15.7,0.393,1.5,4.5,0.333,4.7,11.2,0.417,3.9,4.6,0.837,0.5,3.7,4.2,6.2,1.2,0.4,2.3,1.8,17.8,2568360
anthojo01,2013,NBA,C,33,0,186,2.3,6.2,0.375,0,0,,2.3,6.2,0.375,0.8,1.5,0.5,2.9,4.5,7.4,0.4,0.6,2.3,0.6,3.3,5.4,3800000
jerebjo01,2013,NBA,PF,64,0,741,4.8,10.1,0.471,1.5,3.6,0.419,3.3,6.5,0.5,2.1,2.9,0.729,2.5,6,8.5,1.9,1,0.3,2.1,4.1,13.1,4500000
novakst01,2013,NBA,PF,54,1,540,4,9.7,0.411,3.5,8.1,0.426,0.5,1.6,0.333,0.4,0.4,1,0.5,3.3,3.9,0.9,0.8,0.3,0.3,2.9,11.9,3750000
hendege02,2013,NBA,SG,77,77,2461,5.9,13.6,0.433,0.6,1.7,0.348,5.3,11.9,0.445,3.4,4.5,0.761,0.5,4.1,4.5,2.9,0.7,0.5,1.7,2.3,15.8,6000000
morrima02,2013,NBA,PF,81,0,2153,6.9,14.1,0.486,0.6,1.8,0.315,6.3,12.3,0.512,4.3,5.5,0.792,2.3,5.8,8.1,2.4,1.1,0.9,2.5,3.9,18.6,2091840
tuckepj01,2013,NBA,SF,81,81,2490,3.8,8.9,0.431,1.1,2.8,0.387,2.8,6.1,0.45,2.3,2.9,0.776,2.3,5.3,7.6,2,1.6,0.3,1.5,2.9,11,884293
mahinia01,2013,NBA,C,77,1,1248,2.6,5.5,0.481,0,0,0,2.6,5.4,0.484,2.6,4.2,0.621,3.1,4.3,7.4,0.7,1.2,2.1,1.7,6,7.8,4000000
tollian01,2013,NBA,PF,64,9,1298,3.6,8.5,0.42,2.8,6.9,0.413,0.7,1.7,0.45,0.9,1.1,0.805,0.9,3.7,4.7,1.2,0.5,0.4,0.6,2.3,10.9,1027424
youngni01,2013,NBA,SG,64,9,1810,7.7,17.7,0.435,2.7,7,0.386,5,10.7,0.468,4.7,5.7,0.825,0.6,2.7,3.3,1.9,0.9,0.2,1.9,3.1,22.8,1106942
greendr01,2013,NBA,SF,82,12,1797,3.7,9.2,0.407,1.1,3.3,0.333,2.6,5.9,0.449,1.6,2.5,0.667,1.7,6.5,8.2,3,2,1.4,1.8,4.6,10.2,875500
farmajo01,2013,NBA,PG,41,5,912,6,14.4,0.415,2.8,6.3,0.438,3.2,8.1,0.397,1.7,2.3,0.746,0.8,3.3,4.1,7.9,1.5,0.3,3.7,2.6,16.4,1106941
vasqugr01,2013,NBA,SG-PG,79,23,1779,5.6,13.3,0.421,2.2,5.8,0.377,3.4,7.5,0.455,1.9,2.2,0.88,0.4,3.1,3.5,6.5,0.6,0.1,2.6,2.9,15.3,2150188
greenwi01,2013,NBA,SG,55,9,869,4.2,11.2,0.376,1.7,5,0.339,2.5,6.2,0.407,1.2,1.4,0.824,0.5,2.7,3.2,2.1,0.9,0.5,1.4,4,11.3,1399507
barneha02,2013,NBA,SF,78,24,2204,4.4,11.1,0.399,1.1,3.1,0.347,3.3,8,0.419,2.1,3,0.718,1.1,4,5.1,1.9,1.1,0.3,1.4,2.6,12.1,2923920
kanteen01,2013,NBA,C,80,37,2138,7.1,14.4,0.491,0,0,0,7.1,14.3,0.492,2.5,3.4,0.73,3.7,6.3,10.1,1.3,0.5,0.7,2.4,3.9,16.6,4505280
mozgoti01,2013,NBA,C,82,30,1770,5.8,11.1,0.523,0.1,0.5,0.167,5.7,10.6,0.539,4,5.3,0.754,3.5,7.3,10.7,1.3,0.5,2,2.5,4.3,15.7,4400000
budinch01,2013,NBA,SF,41,8,751,4.8,12.2,0.394,2,5.8,0.35,2.8,6.4,0.433,1.5,1.9,0.821,0.9,4,4.9,1.5,0.9,0.1,1.2,2.8,13.1,5000000
hilljo01,2013,NBA,PF,72,32,1500,6.9,12.5,0.549,0,0,0,6.9,12.5,0.55,3,4.3,0.685,4.7,8.2,12.8,1.3,0.7,1.5,1.8,4.1,16.7,3563600
jacksre01,2013,NBA,PG,80,36,2277,6.4,14.5,0.44,1.3,3.9,0.339,5.1,10.6,0.477,2.5,2.8,0.893,0.7,4.3,4.9,5.2,1.3,0.1,2.7,2.2,16.6,1260360
greenge01,2013,NBA,SG,82,48,2330,6.9,15.5,0.445,3.2,7.9,0.4,3.8,7.7,0.492,3,3.6,0.848,0.7,3.5,4.2,1.9,1.1,0.6,2.2,3.4,20,3500000
harrito02,2013,NBA,PF,61,36,1850,6.5,13.9,0.464,0.6,2.5,0.254,5.8,11.5,0.508,3.8,4.7,0.807,1.7,6.5,8.3,1.6,0.8,0.5,1.5,2.8,17.4,1545840
casspom01,2013,NBA,PF,71,2,1283,4.9,11.5,0.422,1.7,4.9,0.347,3.1,6.6,0.479,2.3,3.4,0.68,1.5,5.8,7.3,2.5,1.2,0.4,2,2.8,13.7,947907
aminual01,2013,NBA,SF,80,65,2045,4.1,8.7,0.474,0.2,0.8,0.271,3.9,7.9,0.496,1.6,2.4,0.664,2.3,6.5,8.7,2,1.4,0.7,1.5,2.6,10.1,3700000
stephla01,2013,NBA,SG,78,78,2752,5.6,11.4,0.491,1.1,3.2,0.352,4.5,8.2,0.545,1.8,2.6,0.711,1.2,6.1,7.3,4.7,0.7,0.1,2.7,2.6,14.1,1005000
rubiori01,2013,NBA,PG,82,82,2638,3.5,9.1,0.381,0.6,1.8,0.331,2.9,7.3,0.393,3.1,3.9,0.802,0.8,3.8,4.7,9.6,2.6,0.2,3,3,10.7,4002120
watsoea01,2013,NBA,PG,24,0,161,0.7,2.5,0.273,0.4,1.6,0.286,0.2,0.9,0.25,0.9,0.9,1,1.1,2.2,3.4,6.3,1.1,0.2,3.8,7.4,2.7,1399507
zellety01,2013,NBA,C,70,9,1049,5.4,10,0.538,0,0,0,5.4,9.9,0.54,3,4.2,0.719,3.5,6.1,9.7,1.2,0.6,1.3,2.1,4.7,13.7,1633440
joneste01,2013,NBA,PF,76,71,2078,6.7,12.3,0.542,0.5,1.7,0.307,6.2,10.6,0.581,2,3.4,0.605,2.8,6.3,9.1,1.5,0.9,1.7,1.2,2.4,16,1551840
bealbr01,2013,NBA,SG,73,73,2530,6.8,16.3,0.419,2,4.9,0.402,4.9,11.5,0.426,2.1,2.7,0.788,0.8,3.1,3.9,3.5,1,0.3,1.8,2.2,17.8,4319280
turneev01,2013,NBA,SF,81,56,2457,6.4,15,0.425,0.7,2.3,0.321,5.6,12.7,0.444,3.1,3.8,0.813,0.9,5.1,6,3.8,1,0.1,2.8,2.9,16.6,6679867
sullija01,2013,NBA,PF,74,44,2041,6.8,15.9,0.427,1,3.7,0.269,5.8,12.2,0.475,2.8,3.6,0.778,4.3,6.3,10.6,2.1,0.6,0.9,2.1,4.4,17.3,1365720
fieldla01,2013,NBA,SF,30,2,322,3,7.5,0.403,0,0.6,0,3,6.9,0.435,1.6,2.5,0.636,1.7,4.9,6.6,2.2,1.1,0.3,1.2,2.8,7.6,6250000
middlkh01,2013,NBA,SF,82,64,2460,5.5,12.5,0.44,1.8,4.2,0.414,3.7,8.3,0.454,1.7,2,0.861,0.9,3.7,4.5,2.5,1.2,0.3,1.8,3.6,14.5,788872
sandela01,2013,NBA,C,23,20,584,4.7,10,0.469,0,0.1,0,4.7,9.9,0.472,1.6,3.4,0.473,3.7,6.5,10.2,1.2,1.1,2.5,1.6,4.6,11,3053368
beaslmi01,2013,NBA,SF,55,2,831,7.7,15.4,0.499,0.9,2.3,0.389,6.8,13,0.518,2.6,3.4,0.772,1.3,6.1,7.5,1.8,1,0.9,2.5,4,18.9,1027424
beaslmi01,2013,NBA,SF,55,2,831,7.7,15.4,0.499,0.9,2.3,0.389,6.8,13,0.518,2.6,3.4,0.772,1.3,6.1,7.5,1.8,1,0.9,2.5,4,18.9,4666667
millspa02,2013,NBA,PG,81,2,1527,7.3,15.7,0.464,3.2,7.5,0.425,4.1,8.2,0.5,1.7,1.9,0.89,0.8,3.2,4,3.5,1.6,0.2,1.5,2.7,19.5,1133950
beverpa01,2013,NBA,PG,56,55,1751,4.1,9.9,0.414,1.9,5.2,0.361,2.2,4.6,0.473,1.7,2.1,0.814,1.5,2.5,4,3.1,1.6,0.5,1.4,3.6,11.8,788872
morrima03,2013,NBA,SF,82,1,1800,5.8,13,0.442,2,5.2,0.381,3.8,7.8,0.483,2.4,3.2,0.761,1.7,4.7,6.4,1.8,1.4,0.4,1.9,3.1,15.9,1987320
smithja02,2013,NBA,PF,31,27,830,5.7,12.2,0.465,0,0,,5.7,12.2,0.465,1.7,2.2,0.78,2.2,5.6,7.9,1.3,0.5,1.3,1.2,4.3,13.1,2500000
goberru01,2013,NBA,C,45,0,434,3,6.1,0.486,0,0,,3,6.1,0.486,2.7,5.4,0.492,4.2,8.6,12.9,0.6,0.7,3.4,2.7,4.7,8.6,1078800
knighbr03,2013,NBA,PG,72,69,2400,6.9,16.4,0.422,1.6,5.1,0.325,5.3,11.3,0.466,3.9,4.8,0.802,0.7,3.1,3.8,5.3,1,0.3,2.8,2.2,19.4,2793960
willide02,2013,NBA,SF-PF,78,15,1820,4.1,9.5,0.427,0.5,2,0.263,3.6,7.6,0.47,3.7,5.1,0.718,1.4,5,6.4,1.1,0.9,0.4,1.5,2.3,12.3,5016960
holliry01,2013,NBA,PF,61,0,482,4,5.4,0.736,0,0,,4,5.4,0.736,2.6,4.2,0.625,2.3,4.4,6.7,0.6,0.7,2.3,2.2,6.5,10.5,1186459
nealga01,2013,NBA,SG,52,3,1114,6.2,15.2,0.41,2.2,5.8,0.378,4,9.4,0.43,3,3.4,0.895,0.3,2.6,2.9,2.7,0.6,0,2.1,2.1,17.7,3250000
plumlma01,2013,NBA,C,70,22,1275,5.6,8.5,0.659,0,0.1,0,5.6,8.4,0.666,3.4,5.5,0.626,2.8,5.9,8.7,1.7,1.4,1.6,2.2,4.8,14.7,1298640
biyombi01,2013,NBA,C,77,9,1072,3,4.8,0.611,0,0,,3,4.8,0.611,1.5,3,0.517,3.5,8.8,12.3,0.3,0.2,2.9,1.3,4.2,7.5,3049920
brownsh01,2013,NBA,SG,29,1,251,3.4,9.5,0.364,0,0.3,0,3.4,9.2,0.375,2.2,3,0.714,1,3,4,1.3,1.9,0,2.6,3.4,9,3500000
douglto01,2013,NBA,PG,51,17,675,3.9,10.1,0.384,1.7,5.4,0.304,2.2,4.7,0.477,1.3,1.8,0.735,1,3.7,4.6,3.6,1,0.3,1.8,4.3,10.8,1600000
pondequ01,2013,NBA,SG,15,2,270,4.1,10.5,0.392,1.5,4.5,0.324,2.7,6,0.444,2.8,3.5,0.808,1.3,2.1,3.5,2.7,0.7,0.1,2,2.4,12.5,2225479
arthuda01,2013,NBA,SF,68,1,1161,5,12.7,0.395,0.7,2,0.375,4.3,10.7,0.399,1.6,1.9,0.855,1.6,4.9,6.5,1.9,1.2,1.5,1.8,5.7,12.4,3231683
kiddgmi01,2013,NBA,SF,62,62,1502,4,8.5,0.473,0,0.2,0.111,4,8.2,0.483,2.7,4.4,0.614,2.6,5.2,7.8,1.2,1,0.9,1.4,3.5,10.7,4809840
prigipa01,2013,NBA,PG,66,27,1283,2.5,5.4,0.461,1.8,3.9,0.464,0.6,1.4,0.451,0.3,0.3,0.917,1,2.6,3.6,6.4,1.9,0.1,1.7,3.7,7.1,1591350
rushbr01,2013,NBA,SG,38,0,418,2.6,7.8,0.333,1.4,4,0.34,1.2,3.7,0.326,0.3,0.4,0.6,0.4,3.4,3.8,2.1,0.4,0.8,1.7,2.7,6.8,4000000
hensojo01,2013,NBA,PF,70,23,1856,6.7,12.4,0.538,0,0,0,6.7,12.4,0.539,1.8,3.4,0.514,3.3,6.3,9.6,2.2,0.8,2.3,2.2,3.6,15.1,1905360
singlky01,2013,NBA,SF,82,36,2337,4.1,9.3,0.447,1.4,3.8,0.382,2.7,5.5,0.492,2.3,2.8,0.826,1.8,2.9,4.7,1.2,0.9,0.6,1.2,3.3,12.1,1045000
allenla01,2013,NBA,PF,65,2,1072,4.5,10.1,0.447,0.1,0.4,0.154,4.4,9.6,0.46,1.1,1.7,0.66,4,6.4,10.4,2.4,0.8,1.1,1.5,4.2,10.2,3060000
josepco01,2013,NBA,SG,68,19,936,4.8,10.2,0.475,0.5,1.5,0.316,4.4,8.7,0.502,3,3.7,0.823,1.2,2.9,4.1,4.4,1.3,0.5,1.7,3.2,13.2,1120920
geeal01,2013,NBA,SF,65,24,1020,3.5,8.3,0.415,0.7,2,0.328,2.8,6.3,0.444,1.5,2.2,0.705,1.2,4,5.3,1.7,1.4,0.5,1.6,3.4,9.1,3250000
shumpim01,2013,NBA,SG,74,58,1962,3.4,8.9,0.378,1.4,4.2,0.333,2,4.7,0.418,1,1.3,0.746,1.5,4.2,5.7,2.4,1.7,0.2,1.4,3.8,9.1,1703760
crowdja01,2013,NBA,SF,78,8,1254,3.7,8.5,0.439,1.4,4.3,0.331,2.3,4.2,0.552,1.3,1.8,0.754,1.3,4.2,5.6,1.7,1.7,0.6,1.2,2.9,10.2,788872
evansje01,2013,NBA,SF,66,4,1209,5.2,9.9,0.527,0,0.1,0,5.2,9.8,0.53,1.5,2.2,0.68,3.6,5.7,9.2,1.3,1.3,1.4,1.2,4.1,11.9,1660257
rosste01,2013,NBA,SG,81,62,2159,5.3,12.5,0.423,2.7,6.8,0.395,2.6,5.7,0.458,1.4,1.6,0.837,0.7,3.5,4.2,1.3,1.1,0.5,1.5,3.1,14.7,2678640
antetgi01,2013,NBA,SF,77,23,1897,3.3,7.9,0.414,0.8,2.2,0.347,2.5,5.7,0.44,2.6,3.8,0.683,1.5,5,6.4,2.8,1.1,1.2,2.3,3.3,10,1792560
burksal01,2013,NBA,SG,78,12,2193,6.2,13.6,0.457,0.8,2.3,0.35,5.4,11.3,0.48,4.6,6.1,0.748,1,3.3,4.2,3.5,1.1,0.2,2.4,3.1,17.9,2202000
odengr01,2013,NBA,C,23,6,212,4.6,8.3,0.551,0,0,,4.6,8.3,0.551,2.2,3.9,0.565,3.9,5.3,9.2,0.2,1.2,2.2,2,8.8,11.4,1027424
dienggo01,2013,NBA,C,60,15,818,5,10,0.498,0,0,1,4.9,9.9,0.496,2.6,4.1,0.634,4.5,8.7,13.2,1.7,1.3,2.2,2.4,4.8,12.6,1352640
adamsst01,2013,NBA,C,81,20,1197,2.8,5.6,0.503,0,0,,2.8,5.6,0.503,2.4,4.1,0.581,4.3,5.7,10,1.3,1.2,1.7,2.1,6.1,8,2090880
anderal01,2013,NBA,SF,78,26,1773,3.9,9.8,0.4,1.7,5,0.339,2.2,4.8,0.464,1.9,2.4,0.78,0.8,2.7,3.6,1.6,1,0.2,1.3,3,11.5,947907
bynumwi01,2013,NBA,PG,56,3,1054,6.3,14.7,0.428,0.7,2.1,0.323,5.6,12.6,0.446,3.3,4.1,0.802,0.8,2.6,3.4,7.4,1.3,0.2,3.5,4.1,16.6,2790343
motiedo01,2013,NBA,PF,62,3,952,5,11.2,0.443,0.8,3.2,0.25,4.2,8,0.519,2.2,3.6,0.604,2.3,6.2,8.5,1.3,0.8,0.8,1.9,5,12.9,1422720
bradlav01,2013,NBA,PG,60,58,1855,7,16,0.438,1.5,3.9,0.395,5.5,12.1,0.451,1.7,2.2,0.804,0.9,3.5,4.4,1.6,1.2,0.2,1.9,2.8,17.3,2511432
ellinwa01,2013,NBA,SG,45,1,393,5,11.5,0.437,2.3,5.4,0.424,2.7,6.1,0.448,0.9,1,0.909,0.7,3.2,3.9,1.7,1.5,0.2,1,3,13.3,2652000
