player_id,Season,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Salary
olynyke01,2013,NBA,C,70,9,1400,6,12.9,0.466,1,2.9,0.351,5,10,0.5,2.5,3.1,0.811,3.6,5.8,9.4,2.8,0.9,0.7,2.7,5.8,15.6,1986360
plumlmi01,2013,NBA,C,80,79,1964,5.2,10.1,0.517,0,0,,5.2,10.1,0.517,1.4,2.4,0.561,3.6,7.8,11.5,0.8,0.9,1.6,2,3.4,11.8,1121520
zelleco01,2013,NBA,C,82,3,1416,4.4,10.3,0.426,0,0,0,4.4,10.2,0.427,3.7,5.1,0.73,3,6,9,2.3,1,1,2.2,4.3,12.5,3857040
grayaa01,2013,NBA,C,37,6,355,2.7,6.2,0.443,0,0.1,0,2.7,6.1,0.45,1.1,2,0.55,4.3,7,11.3,2.2,1,0.8,3.1,6.5,6.6,2690875
willire02,2013,NBA,SF,3,0,17,10.6,19.1,0.556,2.1,6.4,0.333,8.5,12.7,0.667,0,0,,0,0,0,2.1,2.1,0,4.2,2.1,23.3,947907
pendeje02,2013,NBA,PF,73,10,952,3.8,6.6,0.58,0,0,,3.8,6.6,0.58,1.4,2.1,0.691,3.4,6.4,9.8,2.3,0.5,0.9,2.4,5.5,9.1,1750000
roberbr01,2013,NBA,PG,72,42,1667,5.3,12.5,0.42,1.4,3.8,0.36,3.9,8.7,0.447,2.7,2.9,0.94,0.4,2.6,2.9,5.1,0.9,0.2,2.1,2.9,14.6,788872
scottmi01,2013,NBA,PF,80,6,1482,7.3,15.3,0.479,1.5,4.9,0.31,5.8,10.4,0.558,2.5,3.2,0.78,1.5,5.4,6.9,1.8,0.7,0.2,1.9,2.9,18.6,788872
stiemgr01,2013,NBA,C,55,20,1007,2.5,4.4,0.574,0,0,0,2.5,4.3,0.579,0.7,1.1,0.594,2.6,5.5,8.1,1.3,1.3,2,1.6,6,5.7,2676000
leoname01,2013,NBA,C,40,0,355,4.2,9.2,0.451,0,0.6,0,4.2,8.6,0.482,1.6,2.1,0.762,2.6,8.6,11.3,1.8,0.7,0.5,1.5,7.7,9.9,2222160
randoan01,2013,NBA,PF,43,5,527,4.6,12,0.386,1.2,4.2,0.295,3.4,7.9,0.435,3.6,4.7,0.754,1.4,7,8.3,2.2,1.8,1.3,2.7,4.4,14.1,1750000
udohek01,2013,NBA,PF,42,14,804,2.6,6.4,0.399,0,0,,2.6,6.4,0.399,1.3,2.1,0.638,2.7,3.9,6.6,1.4,0.7,2,1.7,4.3,6.4,4469548
johnswe01,2013,NBA,SF,79,62,2240,4.5,10.5,0.425,1.6,4.4,0.369,2.8,6.1,0.466,1,1.2,0.792,1.1,4.5,5.6,2,1.4,1.2,1.4,3.3,11.5,916099
harklma01,2013,NBA,SF,80,41,1950,4.1,8.9,0.464,1.1,2.8,0.383,3,6.1,0.502,1.6,2.6,0.594,1.3,3.6,4.9,1.5,1.8,0.9,1.6,2.6,10.9,1809840
oquinky01,2013,NBA,C,69,19,1188,5.6,11.2,0.501,0,0.1,0,5.6,11.2,0.505,1.7,2.5,0.687,3,8,11,2.4,1.2,2.7,2.4,5,13,788872
smithgr02,2013,NBA,C,11,0,100,6.5,10.1,0.643,0,0,,6.5,10.1,0.643,0.7,1.8,0.4,4,5.8,9.7,0,0.4,0.7,1.8,6.1,13.7,884293
crawfjo02,2013,NBA,SG,81,35,1859,6.3,15.3,0.415,1.7,5.5,0.316,4.6,9.7,0.471,2.8,3.3,0.864,0.5,3,3.5,5.4,0.9,0.1,2.6,2.3,17.2,2162419
ayongu01,2013,NBA,C,26,14,429,4.4,8.6,0.51,0,0,,4.4,8.6,0.51,0.7,1.7,0.4,3.5,7,10.5,2.3,2.1,0.8,2.4,3.9,9.4,1500000
lambje01,2013,NBA,SG,78,0,1538,6.2,14.3,0.432,2.1,5.8,0.356,4.1,8.5,0.483,1.2,1.5,0.797,0.6,3.8,4.4,2.7,1.3,0.6,1.4,3.3,15.6,2111160
serapke01,2013,NBA,C,53,1,578,6.9,13.7,0.505,0,0,,6.9,13.7,0.505,1.7,1.9,0.871,3.3,4.7,8,1.1,0.2,1.6,2.6,6.4,15.5,2761114
macksh01,2013,NBA,PG,73,11,1490,5,12.1,0.417,1.5,4.4,0.337,3.6,7.7,0.464,1.5,1.8,0.865,0.5,3.4,3.9,6.5,1.2,0,2.2,2.4,13.1,884293
oladivi01,2013,NBA,PG,80,44,2487,5.7,13.5,0.419,1.1,3.3,0.327,4.6,10.3,0.448,3.6,4.6,0.78,0.6,4.1,4.8,4.7,1.9,0.5,3.7,3,16,4763760
thabeha01,2013,NBA,C,23,0,192,2.4,4.3,0.565,0,0,,2.4,4.3,0.565,0.2,0.9,0.2,1.7,5.8,7.5,0.2,0.7,1.7,2.6,8.8,5.1,1200000
baynear01,2013,NBA,C,53,4,491,5.2,12,0.436,0,0,,5.2,12,0.436,1.4,1.5,0.905,4.2,6.5,10.6,2.5,0.1,0.4,2.6,5.6,11.8,788872
caldwke01,2013,NBA,SG,80,41,1583,4.1,10.5,0.396,1.3,4.2,0.319,2.8,6.3,0.447,1.1,1.4,0.77,0.9,2.7,3.5,1.3,1.7,0.3,0.6,3.3,10.7,2653080
pargoja01,2013,NBA,PG,29,0,242,7.7,17.6,0.441,3.6,8.9,0.4,4.2,8.6,0.483,1.2,1.6,0.727,0.1,2.8,3,7.7,2.1,0.1,3.9,2.5,20.2,1399507
dayeau01,2013,NBA,SF,22,1,148,5.8,16.5,0.353,2.9,9,0.324,2.9,7.5,0.387,1.5,2.4,0.6,1.2,5.4,6.6,1.9,1,1,1.2,4.4,16.1,947907
adrieje01,2013,NBA,PF,53,12,961,5.4,10.3,0.52,0,0,,5.4,10.3,0.52,2.8,4.5,0.639,3.8,7.6,11.5,1.4,0.9,1.3,1.5,4,13.6,916099
fournev01,2013,NBA,SG,76,4,1503,5.5,13,0.419,2.1,5.7,0.376,3.3,7.4,0.453,2.2,2.9,0.756,0.8,4,4.8,2.7,0.8,0.2,2.4,4.3,15.3,1422720
acyqu01,2013,NBA,SF,63,0,847,2.8,6,0.468,0.2,0.6,0.267,2.6,5.4,0.492,1.5,2.3,0.66,3.1,6.1,9.2,1.2,1,1.1,1.3,5.2,7.3,788872
teletmi01,2013,NBA,SF,72,7,1396,5.7,13.6,0.418,3.5,9,0.39,2.2,4.6,0.472,1.1,1.6,0.71,1.5,5.3,6.9,1.5,0.7,0.6,1.4,3.7,16,3229050
snellto01,2013,NBA,SG,77,12,1231,3.8,9.8,0.384,1.7,5.2,0.32,2.1,4.6,0.456,0.9,1.2,0.756,0.6,3.1,3.6,2,0.8,0.4,1.3,2.5,10.1,1409040
veselja01,2013,NBA,PF,54,1,776,4.1,8,0.514,0,0,,4.1,8,0.514,0.9,2.6,0.339,3.8,5.1,8.9,1,2.5,1.6,1.7,5.6,9.1,3340920
hardati02,2013,NBA,SG,81,1,1875,5.6,13.2,0.428,2.5,6.9,0.363,3.1,6.3,0.498,2,2.5,0.828,0.4,2,2.3,1.3,0.8,0.1,0.9,2.8,15.8,1196760
hillso01,2013,NBA,SF,28,0,226,2.7,6.4,0.425,1.1,3.7,0.304,1.6,2.7,0.588,1,1.1,0.857,1.4,5.1,6.5,1.9,0.8,0.3,2.1,3,7.5,1246680
waitedi01,2013,NBA,SG,70,24,2072,7.5,17.3,0.433,1.6,4.3,0.368,5.9,12.9,0.455,2.8,4.1,0.685,0.6,2.8,3.4,3.6,1.1,0.3,2.7,2.7,19.3,3894240
anderja01,2013,NBA,SG,80,62,2309,4.8,11.2,0.431,1.8,5.5,0.328,3,5.7,0.53,1.2,1.7,0.726,0.9,3.8,4.7,2.3,1.2,0.4,1.7,2.4,12.6,916099
lenal01,2013,NBA,C,42,3,362,3.3,7.8,0.423,0,0,,3.3,7.8,0.423,2,3.1,0.645,3.9,6,9.8,0.4,0.4,1.8,2.6,6.8,8.6,3492720
lucasjo02,2013,NBA,PG,42,6,591,3.8,11.6,0.326,1.5,5.1,0.298,2.3,6.5,0.349,0.6,1,0.625,0.7,1.6,2.4,2.6,0.9,0,1.3,2.5,9.7,1600000
burketr01,2013,NBA,PG,70,68,2262,5.4,14.3,0.38,1.8,5.3,0.33,3.7,8.9,0.41,1.6,1.8,0.903,0.6,2.7,3.3,6.3,0.7,0.1,2.1,2.3,14.2,2438760
maynoer01,2013,NBA,PG,31,0,327,3.5,11.1,0.317,1.3,4.1,0.324,2.2,7,0.313,0.7,1.2,0.545,1,3.3,4.3,5.7,1,0.3,3.2,1.9,9,2016000
mclembe01,2013,NBA,SG,82,55,2187,4.2,11.2,0.376,1.6,4.9,0.32,2.6,6.3,0.419,1.9,2.4,0.804,0.9,3,3.9,1.3,0.7,0.3,1.6,3.3,11.9,2895960
coleno01,2013,NBA,PG,82,6,2014,3.7,8.9,0.414,1.1,3.1,0.345,2.6,5.8,0.451,0.9,1.2,0.779,0.3,2.6,2.9,4.4,1.4,0.1,2.3,2.8,9.4,1129200
freeljo01,2013,NBA,C,52,0,727,3.8,8,0.475,0,0.1,0,3.8,7.9,0.481,1,1.4,0.69,4.4,5.9,10.3,1.8,0.5,1.1,1.6,4.7,8.6,2897976
robinth01,2013,NBA,PF,70,0,873,5.8,12.1,0.481,0,0,0,5.8,12,0.483,2.4,4.2,0.564,4.3,8.3,12.7,1.4,0.9,0.8,2.4,5.4,14,3526440
shvedal01,2013,NBA,SG,63,0,664,4.1,12.8,0.321,1.6,5.5,0.294,2.5,7.3,0.341,3.7,4.9,0.756,1.1,3.3,4.4,3.7,1.4,0.9,2.6,2,13.6,3150000
copelch01,2013,NBA,SF,41,0,265,7.5,15.9,0.47,4.5,10.7,0.418,3,5.2,0.579,1.4,1.9,0.714,1,3.4,4.3,2.4,0.4,1,1.9,5.2,20.8,3000000
mooreet01,2013,NBA,SG,79,3,1506,4.7,10.9,0.428,1.4,3.8,0.354,3.3,7.1,0.468,1.2,1.6,0.765,0.7,2.6,3.3,2.7,1.4,0.3,1.3,2.5,11.9,884293
templga01,2013,NBA,SG,75,0,638,2.9,8,0.362,0.3,1.6,0.207,2.5,6.3,0.402,1.7,2.4,0.698,1.2,2.7,3.8,4.1,2,0.6,2.4,4.1,7.8,916099
clarkea01,2013,NBA,PF,54,17,768,4.5,12.2,0.372,1.9,5.7,0.336,2.6,6.5,0.403,1,1.6,0.647,1,5.7,6.7,0.8,0.8,1.2,1.5,3.1,12,4250000
roberan03,2013,NBA,SG,40,16,399,3,6.1,0.485,0.2,1.2,0.154,2.8,5,0.564,0.6,0.9,0.7,3.2,5.2,8.5,1.4,1.7,0.9,1.7,6.7,6.8,1110840
hamiljo02,2013,NBA,SF,60,12,1019,5.2,13.3,0.391,2.5,7,0.354,2.7,6.3,0.433,1.4,1.8,0.784,1.1,5.7,6.9,1.8,1.6,0.7,1.6,2.4,14.3,1169880
porteot01,2013,NBA,SF,37,0,319,3.7,10.3,0.363,0.5,2.4,0.19,3.3,7.9,0.414,0.9,1.4,0.667,2.4,4.1,6.4,1.1,0.9,0.1,1.6,2.9,8.8,4278000
pricero01,2013,NBA,SG,31,2,377,2.7,8.8,0.304,0.9,4.1,0.209,1.8,4.7,0.388,0.9,1.2,0.692,0.8,3.3,4.1,6.3,2.4,0.2,2.5,4.8,7.1,1265977
brookma01,2013,NBA,SG,35,0,316,6.5,14.2,0.456,1.5,2.8,0.52,5,11.4,0.44,3.6,5,0.727,1.1,5,6.2,2.8,1.6,0.5,2.7,2.4,18.1,1210080
jenkijo01,2013,NBA,SG,13,0,158,3.6,9.6,0.381,0.9,4.1,0.222,2.7,5.5,0.5,0.9,0.9,1,0.7,4.3,5,2.5,0.2,0.2,2.5,2.5,9.1,1258800
decolna01,2013,NBA,SF,47,3,494,4.7,11.1,0.418,1.3,3.9,0.34,3.4,7.3,0.46,2.3,2.6,0.886,1,4.3,5.3,4.7,1.6,0.4,2.6,3.5,12.9,1463000
fredeji01,2013,NBA,SG,49,0,519,7.4,15.7,0.471,2.8,5.8,0.476,4.6,9.9,0.469,1.3,1.5,0.905,0.6,3.1,3.6,4.4,1,0.2,3.3,2.4,18.9,2439840
nichoan01,2013,NBA,PF,76,5,1174,5.5,12.9,0.429,0.9,2.7,0.315,4.7,10.1,0.459,1.4,1.7,0.825,1.6,6.2,7.8,0.8,0.6,0.7,1.6,4.6,13.3,1482000
muhamsh01,2013,NBA,SG,37,0,290,7.1,15.4,0.46,0.4,1.4,0.273,6.7,14,0.478,3.2,5,0.65,3,3.6,6.6,0.7,1,0.1,2,3,17.8,1887120
singlch01,2013,NBA,SF,25,0,250,3.6,9.6,0.373,1,2.7,0.368,2.6,6.9,0.375,2.6,3.6,0.72,2.6,5.3,7.9,0.9,1.3,0.4,2.4,3.6,10.8,1618680
cartemi01,2013,NBA,PG,70,70,2414,6.4,15.7,0.405,0.8,3.1,0.264,5.5,12.6,0.44,3.8,5.5,0.703,1.5,5,6.5,6.6,1.9,0.6,3.7,3.2,17.4,2200920
harrejo01,2013,NBA,C,32,0,317,4.3,9.3,0.463,1.4,3.5,0.387,3,5.8,0.51,0.6,0.8,0.714,3.4,5.2,8.6,1.7,0.7,1.7,1.1,5,10.6,884293
sacrero01,2013,NBA,C,65,13,1089,4.7,9.9,0.477,0,0,,4.7,9.9,0.477,2.1,3.1,0.681,2.7,5.7,8.4,1.7,0.8,1.6,1.5,4.4,11.6,788872
mccolcj01,2013,NBA,SG,38,0,476,5.6,13.5,0.416,2.3,6.1,0.375,3.3,7.4,0.449,1.7,2.6,0.676,0.5,3.1,3.6,2,1.1,0.2,2.6,4,15.2,2316720
sloando01,2013,NBA,SG,48,1,392,4,10.7,0.376,0.9,3.9,0.238,3.1,6.9,0.453,1.1,1.8,0.6,0.4,3.7,4,4.6,0.9,0.1,2,1.7,10.1,884293
jamesbe01,2013,NBA,C,30,0,146,2.7,5.7,0.478,0,0.2,0,2.7,5.4,0.5,1.5,2.7,0.545,3.7,6.7,10.4,0.7,0.7,2,2.5,5.9,6.9,788872
bazemke01,2013,NBA,SG,67,15,911,5.8,13.6,0.429,1.7,5.1,0.336,4.1,8.5,0.484,2.6,4.3,0.606,0.4,4.2,4.6,3.6,1.7,0.5,3.1,4,15.9,788872
schrode01,2013,NBA,PG,49,0,641,4,10.6,0.383,0.6,2.4,0.238,3.5,8.2,0.425,1.6,2.4,0.674,0.3,3.1,3.4,5.2,1,0,3.4,3,10.3,1348200
thomala01,2013,NBA,SF,5,0,42,1.7,7.7,0.222,0,0,,1.7,7.7,0.222,1.7,3.4,0.5,1.7,4.3,6,2.6,0,0,1.7,3.4,5.1,884293
jonespe01,2013,NBA,PF,62,7,764,3.9,8.5,0.459,1,2.9,0.361,2.9,5.7,0.508,1.3,2,0.667,1.3,4.1,5.4,1.2,0.7,0.9,1,2.9,10.2,1082520
moultar01,2013,NBA,PF,12,2,187,3.1,7.3,0.421,0,0,,3.1,7.3,0.421,0.8,1,0.8,2.1,4.6,6.7,0.4,1.5,0.8,1.3,4.2,6.9,1089240
larkish01,2013,NBA,PG,48,0,489,3.8,10.1,0.38,0.9,2.8,0.316,2.9,7.3,0.404,1.2,1.8,0.64,0.8,2.3,3.1,5.2,1.9,0.1,2.9,3.4,9.7,1536960
johnsor01,2013,NBA,SG,45,0,392,3.3,10.4,0.319,0.8,4.3,0.191,2.5,6.1,0.409,1.7,2.4,0.731,0.8,4.2,5.1,1.8,0.6,0.2,1.4,2.4,9.2,788872
marshke01,2013,NBA,PG,54,45,1564,3.9,9.6,0.406,1.6,4.1,0.399,2.3,5.5,0.411,0.4,0.8,0.528,0.3,3.2,3.6,11,1.1,0.1,3.5,1.7,9.9,2005560
bartowi01,2013,NBA,SG,41,0,387,6,14.5,0.417,0.9,3.1,0.303,5.1,11.4,0.447,2.4,3,0.813,1.5,5.4,6.9,3.1,0.8,0.7,1.7,2.9,15.4,788872
tayloje03,2013,NBA,SF,26,8,629,4.7,12.5,0.376,1,3.8,0.269,3.7,8.6,0.424,1.5,2.7,0.553,0.9,2.6,3.4,1.3,0.7,0.3,1.4,3.5,11.9,788872
milleda01,2013,NBA,SF,45,7,723,3.6,8.3,0.44,1.2,3.8,0.325,2.4,4.4,0.539,1.4,1.8,0.806,0.4,2.1,2.6,2.1,1.2,0.4,1.1,4.4,10,788872
riverau01,2013,NBA,PG,69,4,1339,5.2,12.7,0.405,1,2.7,0.364,4.2,10.1,0.416,3,4.7,0.636,0.7,2.8,3.5,4.3,1.2,0.2,2.1,3.6,14.2,2339040
varnaja01,2013,NBA,PF,24,0,339,3.8,6.4,0.6,0,0,,3.8,6.4,0.6,2.9,5.5,0.519,2,4.7,6.7,1.4,1.1,3.1,1.1,6.6,10.5,788872
karasse01,2013,NBA,SF,22,1,156,2.8,8.1,0.343,0.9,4.4,0.211,1.8,3.7,0.5,2.1,2.3,0.9,0,3.7,3.7,1.4,0.7,0.2,2.5,5.1,8.5,1467840
mulleby01,2013,NBA,C,45,0,414,6.3,14.3,0.442,2.9,7.7,0.371,3.5,6.6,0.526,0.9,1.7,0.5,2.1,5.9,8,1.2,1.3,1,2.3,5.6,16.4,947907
smithis01,2013,NBA,PG,70,1,1006,4.3,10.1,0.423,0,0.8,0.043,4.2,9.2,0.457,0.8,1.4,0.564,1.1,3.5,4.6,6.4,1.8,0.5,2.3,2.4,9.3,951463
goodwar01,2013,NBA,SG,52,0,533,5.1,11.3,0.455,0.3,2.4,0.139,4.8,8.8,0.542,2.5,3.7,0.673,1.7,4.2,5.9,1.4,1.4,0.7,3,3,13.1,1064400
kravtvi01,2013,NBA,C,20,0,59,4.9,9.2,0.533,0,0,,4.9,9.2,0.533,2.4,4.9,0.5,5.5,4.9,10.4,0.6,0,0.6,3.7,4.3,12.2,1500000
bullore01,2013,NBA,SF,43,0,395,3.9,11,0.355,2,6.7,0.301,1.9,4.4,0.438,0.6,0.8,0.778,1,3.9,4.9,1.1,0.8,0.1,1.2,2.4,10.5,1149000
tylerje01,2013,NBA,C,41,0,398,5.4,10.5,0.517,0,0,,5.4,10.5,0.517,2.4,4.3,0.542,3.4,6.4,9.9,0.7,0.5,1.8,2.4,6.3,13.2,100000
tylerje01,2013,NBA,C,41,0,398,5.4,10.5,0.517,0,0,,5.4,10.5,0.517,2.4,4.3,0.542,3.4,6.4,9.9,0.7,0.5,1.8,2.4,6.3,13.2,884293
clavevi01,2013,NBA,SF,21,0,184,3.3,8.2,0.405,0.6,3.5,0.167,2.7,4.7,0.583,2,2.2,0.909,1.8,5.9,7.6,2.3,0.6,0.6,2.2,3.1,9.2,1330000
cunnija01,2013,NBA,SG,13,0,80,2.7,9.5,0.286,0.5,3.2,0.143,2.3,6.3,0.357,5.9,7.2,0.813,0.5,2.3,2.7,3.6,1.4,0,0.9,7.2,11.7,1208400
lambdo01,2013,NBA,SG,53,0,695,3.3,8.3,0.394,1.9,4.7,0.4,1.4,3.6,0.386,1.5,1.9,0.806,0.4,2.1,2.5,2.2,0.6,0.1,1.4,2.8,9.9,788872
whitero03,2013,NBA,PF,3,0,9,0,4,0,0,0,,0,4,0,0,0,,0,0,0,0,0,0,0,8,0,1719480
bennean01,2013,NBA,PF,52,0,663,4.3,12.2,0.356,0.7,2.9,0.245,3.6,9.3,0.39,2.4,3.7,0.638,2.7,5.8,8.4,0.9,1.1,0.4,2.6,5,11.8,5324280
millequ01,2013,NBA,PF,52,16,789,4.3,11.7,0.367,1.4,4.3,0.319,2.9,7.4,0.395,1.8,2.5,0.709,1.6,5.1,6.7,1.2,1,1.5,2.2,3.2,11.7,788872
shengto01,2013,NBA,SF,26,0,154,3,6.5,0.464,0,1.4,0,3,5.1,0.591,0.7,1.9,0.375,0.9,2.8,3.7,3.3,0.7,0.2,2.8,4.2,6.8,788872
morrida01,2013,NBA,PG,27,0,313,4.5,11,0.406,1.4,4.4,0.316,3.1,6.7,0.466,2,3,0.654,0.8,2.2,3,5.1,1.5,0,3.1,3.8,12.3,1046269
nedovne01,2013,NBA,SG,24,0,142,2,9.9,0.205,0.8,4.6,0.167,1.3,5.3,0.238,1.8,2,0.875,0.8,3,3.8,3.3,0,0.3,3.3,3.3,6.6,1056720
wroteto01,2013,NBA,PG,72,16,1765,7,16.5,0.427,0.8,3.8,0.213,6.2,12.6,0.492,4.3,6.6,0.641,1.4,3.2,4.7,4.4,1.6,0.3,4.2,3.1,19.2,1160040
teaguma01,2013,NBA,SG,40,3,443,3.1,9.7,0.319,0.4,1.5,0.278,2.7,8.2,0.327,2.1,2.8,0.743,0.1,3.2,3.3,4.7,0.8,0.4,3.2,3.7,8.7,1074720
tayloty01,2013,NBA,PG,23,3,270,4.1,12.1,0.341,0.4,1.6,0.25,3.7,10.5,0.354,3.2,4,0.8,0.4,1.6,2,4.8,1.6,0.1,4.1,3.9,11.9,788872